Wrong country,فصل,%GT Total Export
موزامبیک,فصل 31,0.00%
میانمار,فصل 05,0.00%
میانمار,فصل 28,0.00%
میانمار,فصل 29,0.00%
نروژ,فصل 07,0.00%
نروژ,فصل 08,0.00%
نروژ,فصل 10,0.00%
نروژ,فصل 14,0.00%
نروژ,فصل 17,0.00%
نروژ,فصل 19,0.00%
نروژ,فصل 20,0.00%
نروژ,فصل 21,0.00%
نروژ,فصل 22,0.00%
نروژ,فصل 33,0.00%
نروژ,فصل 63,0.00%
نروژ,فصل 69,0.00%
نیجریه,فصل 04,0.00%
نیجریه,فصل 18,0.00%
نیجریه,فصل 19,0.00%
نیجریه,فصل 28,0.00%
نیجریه,فصل 30,0.00%
نیجریه,فصل 38,0.00%
نیجریه,فصل 68,0.00%
نیجریه,فصل 69,0.00%
نیجریه,فصل 87,0.00%
نیجریه,فصل 94,0.00%
نیوزیلند (Aotearoa),فصل 12,0.00%
نیوزیلند (Aotearoa),فصل 19,0.00%
نیوزیلند (Aotearoa),فصل 20,0.00%
نیوزیلند (Aotearoa),فصل 21,0.00%
نیوزیلند (Aotearoa),فصل 39,0.00%
هلند,فصل 04,0.00%
هلند,فصل 06,0.00%
هلند,فصل 07,0.00%
هلند,فصل 14,0.00%
هلند,فصل 16,0.00%
هلند,فصل 28,0.00%
هلند,فصل 38,0.00%
هلند,فصل 44,0.00%
هلند,فصل 48,0.00%
هلند,فصل 61,0.00%
هلند,فصل 68,0.00%
هلند,فصل 84,0.00%
هلند,فصل 85,0.00%
هلند,فصل 92,0.00%
هند,فصل 04,0.00%
هند,فصل 20,0.00%
هند,فصل 22,0.00%
هند,فصل 24,0.00%
هند,فصل 63,0.00%
هند,فصل 69,0.00%
هند,فصل 73,0.00%
هند,فصل 74,0.00%
هند,فصل 79,0.00%
هند,فصل 94,0.00%
هنگ کنگ,فصل 02,0.00%
هنگ کنگ,فصل 16,0.00%
هنگ کنگ,فصل 33,0.00%
هنگ کنگ,فصل 39,0.00%
هنگ کنگ,فصل 85,0.00%
ونزوئلا,فصل 20,0.00%
ونزوئلا,فصل 27,0.00%
ونزوئلا,فصل 31,0.00%
ونزوئلا,فصل 32,0.00%
ونزوئلا,فصل 38,0.00%
ونزوئلا,فصل 39,0.00%
ونزوئلا,فصل 84,0.00%
ونزوئلا,فصل 85,0.00%
ونزوئلا,فصل 87,0.00%
ونزوئلا,فصل 90,0.00%
ویتنام,فصل 01,0.00%
ویتنام,فصل 04,0.00%
ویتنام,فصل 25,0.00%
ویتنام,فصل 28,0.00%
ویتنام,فصل 29,0.00%
ویتنام,فصل 90,0.00%
یمن,فصل 16,0.00%
یمن,فصل 30,0.00%
یمن,فصل 39,0.00%
یمن,فصل 70,0.00%
یمن,فصل 90,0.00%
یونان,فصل 57,0.00%
یونان,فصل 85,0.00%
یونان,فصل 87,0.00%
نیوزیلند (Aotearoa),فصل 09,0.00%
آلبانی,فصل 20,0.00%
بنگلادش,فصل 40,0.00%
سومالی,فصل 19,-0.01%
